hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp
HD 45652,K5,,,,,,,,,,
HD 45652,,,,,,,,,,,
HD 45652,,5306,0.92,1,0.27,-0.222,4.13,5,,,
HD 45652,G8/K0,5294,0.94,0.92,0.26,-0.2,,8.4,,,
HD 45652,,5294,0.96,0.91,0.24,-0.188,4.43,,1.4611,,
HD 45652,G8-K0,5312,,0.83,0.29,,4.32,12,,2,
HD 45652,,5232,0.96,0.54,0.29,,4.2,,,,
HD 45652,,5321.5,0.95,,,-0.189,,,,,
HD 45652,,,,,,,,,,,
HD 457,,,,1.15,,,,,,,
HD 457,,6114.04,1.28,1.15,0.34,0.316,4.28,,0.7696,,
HD 46375,,5268,,0.82,0.2,,4.41,,,,
HD 46375,,5285,,0.92,0.24,,4.53,,,0.86,
HD 46375,,5243,0.92,0.9,0.24,-0.241,4.47,,1.6403,,
HD 46375,,5313.25,0.89,,,-0.245,,,,,
HD 46375,,5336,1,0.95,0.32,-0.137,4.37,9,,,
HD 46375,K0 V,,,,,,,,,,
HD 46375 B,,3574,0.53,0.52,,-1.389,4.71,,5.0496,,
HD 46375,,,0.94,0.93,,,4.46,11.88,,,
HD 46375,,,,,,,,,,0.9,
HD 46375,,5264.38,0.91,0.93,0.271,,4.49,,,,
HD 46375,,,,,,,,,,,
HD 46375,,5303,,,0.26,,4.64,,,,
HD 46375,G5,,,,,,,,,,
HD 46375,K1 IV-V,,,1,0.34,,,,,,
HD 46375,,5315,,0.83,0.21,,4.54,,,,
HD 46375,,,,,,,,,,,
HD 46375,,,,,,,,,,1,
HD 47186,,,,,,,,,,1,
HD 47186,G5 V,,,,,,,,,,
HD 47186,,5641,1.1,1,0.2,0.043,4.35,,1.0571,,
HD 47186,G5,,,,,,,,,,
HD 47186,,5640,1.13,1,0.21,0.066,4.21,6.5,,,
HD 47186,,5657,1.08,0.96,0.24,,4.36,,,,
HD 47186,,5685,1.08,,,0.043,,,,,
HD 47186,G6 V,,,,,,,,,,
HD 47186,,,,,,,,,,2.2,
HD 47186,,5675,,0.99,0.23,0.033,4.36,,,,
HD 4732,K0 IV,4898,5.03,1.39,-0.01,1.118,3.17,,,,
HD 4732,,,,,,,,,,,
HD 4732,,4989,4.94,1.81,0.15,1.18,3.46,1.47,,1.67,
HD 4732 B,,3644,0.62,0.6,,-1.219,4.64,,3.6162,,
HD 4732,,5016,4.91,,,1.139,,,,,
HD 4732,,4989,4.93,,0.15,,,,,,
HD 4732,K0 III,,,,,,,,,,
HD 4732,G5,,,,,,,,,,
HD 4732,K0 IV,4959,5.4,1.74,0.01,1.19,3.16,,,1.45,
HD 47366,,4914,6.2,2.19,-0.07,1.389,3.1,0.94,,,
HD 47366,K1 III,4866,7.3,1.81,-0.02,1.417,2.97,1.61,,4.3,86
HD 47366,K1 (III),,,,,,,,,,
HD 47366,K0,,,,,,,,,,
HD 47366,,4860.72,7.51,,,1.453,,,,,
HD 47366,,4783.83,7.77,,-0.003,,,,,,
HD 47536,,4447,,0.98,-0.65,,2.26,,,,
HD 47536,,4383.53,23.08,,,2.248,,,,,
HD 47536,,,,0.98,-0.65,,,,,,
HD 47536,K1 III,4380,23.47,2.1,,,,,,1.93,
HD 47536,,4424,22.39,0.91,0.69,2.27,2.13,10.15,,1.81,
HD 47536,,4412.57,22.67,,-0.676,,,,,,
HD 47536,G5,,,,,,,,,,
HD 47536,K1 III,,,,,,,,,,
HD 47536,,4554,,,-0.54,,2.48,,,,
HD 4760,,4104.09,46.72,,,2.747,,,,,
HD 4760,K2,,,,,,,,,,
HD 4760,,4076,49.76,,-0.91,,,,,,
HD 4760,,4076,42.4,1.05,-0.91,2.93,1.62,,,1.4,1531
HD 48265,,5798,,1.21,0.36,,3.95,,,,
HD 48265,G5,,,,,,,,,,
HD 48265,,5733,1.9,1.31,0.3,,3.97,4.201,,,45
HD 48265,G5 V,,,0.93,0.17,,,,,,
HD 48265,,5789,1.82,1.22,0.38,0.51,4.09,4.56,,1.83,
HD 48265,,5784.73,2.06,1.04,0.38,0.634,3.83,,0.1665,,
HD 48265,G5 IV/V,5650,2.05,1.28,0.4,0.584,3.92,5,,3.1,
HD 48265,G5 IV/V,,,,,,,,,,
HD 48265,,,,,,,,0.16,,,
HD 48265,,5695,2.14,,,0.639,,,,,
HD 48265,,,,,,,,,,3,
HD 48948,K5,,,,,,,,,,
HD 48948,,,,,,,,,,,
HD 48948,M0p,4360,0.71,0.63,,-0.77,,,,,
HD 48948,,4391.58,0.7,0.69,,-0.789,4.59,,2.8778,,
HD 48948,K,,,,,,,,,,
HD 48948,,,,,,,,,,,
HD 48948,,,,,,,,,,4,
HD 48948,K3 V,4593,0.68,0.69,-0.21,,4.61,11.48,3.0734,2,43.45
HD 4917,,4802,7.91,,0.18,,,,,,
HD 4917,K0 III/IV,,,,,,,,,,
HD 4917,,4854.04,7.56,,,1.456,,,,,
HD 4917,K0,,,,,,,,,,
HD 4917,,4802,5.01,1.32,,,2.97,,,,
HD 49674,,5628.43,1.04,1.06,0.3,,4.43,,,,
HD 49674,,,,,,,,,,,
HD 49674,,5610,1.03,,,-0.021,,,,,
HD 49674,,5602,1.02,1.03,0.32,,4.44,,,,
HD 49674,,5583,1.04,0.99,0.23,-0.022,4.4,,1.2316,,
HD 49674,,,,,,,,,,,
HD 49674,,,,,,,,3.62,,,
HD 49674,,5662,,1.06,0.31,,4.56,,,0.42,
HD 49674,G0,,,,,,,,,,
HD 49674,,5644,,1.04,0.33,,4.37,,,,
HD 49674,,,,,,,,,,0.4,
HD 49674,,,,,,,,,,1,
HD 49674,G5 V,,,1,0.25,,,,,,
HD 50499,,,,1.28,,,,,,,
HD 50499,,5963,1.44,1.09,0.32,0.376,4.16,,0.51,,
HD 50499,,,1.37,1.28,,,4.28,3.32,,,
HD 50499,,,,,,,,,,,
HD 50499,,,,,,,,,,5,
HD 50499,G1 V,6099,1.42,1.31,0.38,,4.42,2.4,,4.313,22.4
HD 50499,,5927,1.41,1.25,0.26,0.342,4.05,3.5,,,
HD 50499,G1 V,,,1.24,,,,6,,,
HD 50499,,6036,,,0.25,,4.3,,,,
HD 50499,,,,,,,,,,4.2,
HD 50499,,,,,,,,,,,
HD 50499,,6102,1.35,1.25,0.26,,4.25,2.391,,,25
HD 50499,,6016.75,1.42,,,0.376,,,,,
HD 50499,G0/2 V,,,,,,,,,,
HD 50499,G0,,,,,,,,,,
HD 50499,,,,,,,,,,,
HD 50499,,5978.1,1.43,1.25,0.305,,4.22,,,,
HD 50554,,6129,,,0.1,,4.41,,,,
HD 50554,F8 V,6050,,1.1,0.02,,4.59,,,,
HD 50554,,5984,,,-0.09,,4.32,,,,
HD 50554,F8 V,5844,1.1,1.06,-0.057,,,,,3.88,
HD 50554,,,,,,,,,,,
HD 50554,F8,,,,,,,,,,
HD 50554,,5968.36,1.15,1.04,-0.021,,4.33,,,,
HD 50554,,6007,1.13,,,,4.38,,,,
HD 50554,,,,,,,,,,,
HD 50554,,5982,1.07,1.05,-0.07,0.119,4.29,3.5,,,
HD 50554,F8,6012,1.11,1.1,,0.158,,,,,
HD 50554,,5987,1.02,1.04,-0.04,0.143,,2.16,,,
HD 50554,,,,,,,,,,3.9,
HD 50554,,6050,,1.11,0.02,,4.59,,,,
HD 50554,,,,,,,,,,4,
HD 50554,,6007,1.13,,,,4.38,,,,
HD 50554,,,,,,,,12.21,,,
HD 50554,,,1.18,1.02,,,4.32,6.84,,,
HD 50554,,6007,1.13,1.11,0.02,0.175,4.38,,1.0848,,
HD 50554,,6026,,1.09,0.01,,4.41,,,,
HD 50554,,5929,,1.05,-0.066,,4.29,,,,
HD 50554,,6052,1.11,,,0.175,,,,,
HD 51608,K0 IV-V,,,,,,,,,,
HD 51608,,,,,,,,,,,
HD 51608,G8 V,,,,,,,,,,
HD 51608,,5358,,0.8,-0.07,-0.243,4.36,,,,
HD 51608,G5,,,,,,,,,,
HD 51608,,,,,,,,,,3,
HD 51608,G7 V,5358,,0.8,-0.07,-0.244,4.36,,,1.3,40
HD 51608,,5358.33,0.92,,,-0.205,,,,,
HD 51608,,5352.6,0.92,0.93,-0.072,-0.206,4.48,,1.6981,,
HD 52265,,6076,,1.2,0.193,,4.26,,,4.67,
HD 52265,,,,,,,,,,5,
HD 52265,,6036,1.31,1.2,0.11,0.308,4.11,3.5,,,
HD 52265,,,1.28,1.17,,,4.31,3.76,,,
HD 52265,G0 V,,,,,,,,,,
HD 52265,G0V,6076,1.28,1.17,0.19,0.352,4.31,3.76,,,
HD 52265,,6079,,,,,4.22,,,,
HD 52265,,6003,1.4,1.11,0.21,0.36,4.19,,0.5714,,
HD 52265,,6167,,,0.34,,4.44,,,,
HD 52265,,6136,,1.2,,,4.36,,,,
HD 52265,,6123,1.35,,,0.361,,,,,
HD 52265,,,,,,,,7.82,,,
HD 52265,,,,1.13,0.11,,,,,,
HD 52265,,,,,,,,,,4.7,
HD 52265,,6117,1.32,1.32,0.22,,4.32,,,,
HD 52265,F8,,,,,,,,,,
HD 52265,,,,,,,,,,,
HD 52265,,6057.44,1.38,1.22,0.191,,4.24,,,,
HD 52265,,6060,1.1,1.18,0.21,0.297,4.29,3.5,,5.2,
HD 52265,,6103,,1.2,0.23,,4.28,,,,
HD 52265,,,,,,,,,,,
HD 52265,,6136,,1.2,0.21,0.281,4.36,,,,
HD 5278,,6295.7,1.14,,,,4.44,,,,
HD 5278,,6295.7,1.14,1.23,,0.263,4.42,,1.1784,,
HD 5278,F V,6203,1.19,1.13,-0.12,0.28,4.5,3,0.9319,4.1,16.8
HD 5319,,4871,4.06,1.27,,,3.26,,,,
HD 5319,,4871,4.43,,0.14,,,,,,
HD 5319,G5,,,,,,,,,,
HD 5319,K0 III,,,,,,,,,,
HD 5319,,4900,4.19,1.44,0.05,,3.35,,,,
HD 5319,G5 IV,5052,3.26,1.56,0.15,0.663,3.57,2.4,,3.31,
HD 5319,,4869,,1.28,0.02,,3.22,,,,
HD 5319,G5,4871,4.06,1.27,0.17,0.92,,5.04,,,
HD 5319,K3 IV,4958,3.85,1.51,0.15,0.908,3.45,3.1,,,
HD 5319,,4921.43,4.28,,,0.985,,,,,
HD 55696,G0 V,6012,1.52,1.29,0.37,0.43,,2.64,,,
HD 55696,,6064.5,1.66,,,0.527,,,,,
HD 55696,,6012,1.69,1.11,0.35,0.526,4.03,,0.3247,,
HD 55696,G5,,,,,,,,,,
HD 55696,G0 V,,,,,,,,,,
HD 55696,,,,,,,,,,7,
HD 55696,G0 V,6012,,1.29,0.36,,4.15,,,,
HD 5583,,4857,9.92,,,1.694,,,,,
HD 5583,,4955,9.62,,,,,,,,
HD 5583,,4830,9.09,1.01,-0.5,1.61,2.53,7.41,,2.2,
HD 5608,,4893,5.36,,,1.171,,,,,
HD 5608,,4929,4.93,1.72,0.14,1.15,3.32,1.72,,2.09,
HD 5608,,4911,,1.66,0.12,,3.25,,,,
HD 5608 B,,,,1.28,,,,,,,
HD 5608,K0 IV,4807,5.43,1.29,0.04,1.155,3.06,,,,
HD 5608,K0,,,,,,,,,,
HD 5608,,4877,5.36,,0.18,,,,,,
HD 5608,K0 III,4854,,1.55,0.06,,3.03,,,,
HD 5608,,,5.91,1.73,,1.243,3.13,,,,
HD 5608,,4854,5.5,1.55,,1.179,,,,1.37,
HD 5608,,4929,5.09,1.98,0.14,,3.32,,,,
HD 5608,,4877,5.14,1.53,,,3.19,,,,
HD 5608 B,,,,0.12,,,,,,,
HD 564,G0,,,,,,,,,,
HD 564,,,,,,,,,,3,
HD 564,G2/G3 V,5902,1.01,0.96,-0.2,,4.53,5.5,,2,
HD 564,,5950,0.96,,,0.019,,,,,
HD 564,G2/3 V,,,,,,,,,,
HD 564,,6003.96,0.94,1.11,-0.2,0.017,4.53,,1.8701,,
HD 564,,,,,,,,,,,
HD 56414,,8208,1.8,,,,4.26,,,,
HD 56414,,8557,1.8,2.13,,1.193,4.26,,0.5181,,
HD 56414,,8500,1.75,1.89,0,1.158,,0.42,,59.4,
HD 56957,,,,1.03,,,,,,,
HD 56957,,5743,1.78,1.03,,0.491,3.95,,0.2584,,
HD 5891,,4816,5.8,1.03,0.37,1.23,2.67,8.3,,0.63,
HD 5891,,4673,10.64,1.93,-0.37,,2.67,,,,
HD 5891,,4816,10.71,,-0.37,,,,,,
HD 5891,,4825,,1.09,-0.38,,2.62,,,,
HD 5891,,4870.13,10.19,,,1.721,,,,,
HD 5891,,4907,8.7,1.91,-0.02,1.595,2.9,1.5,,4.95,
HD 5891,G5,,,,,,,,,,
HD 59686 A,K2 III,4658,13.2,1.9,0.15,,2.49,1.73,,,
HD 59686 A,,4657.54,12.25,,0.057,,,,,,
HD 59686 A,,4650.56,12.54,,,1.822,,,,,
HD 59686 A,,4670,11.22,1.43,0.01,1.76,2.63,2.73,,1.03,
HD 59686 B,,,,,,,,,,,
HD 59686 A,,4666,,2.02,0.12,,2.57,,,,
HD 59686 A,K0,,,,,,,,,,
HD 60292,,4426,26.91,,,,,,,,
HD 60292,K0,,,,,,,,,,
HD 60292,K0 III,4348,27,1.7,-0.17,2.394,1.9,1.8,,3.4,400
HD 60292,,4397.08,27.04,,,2.391,,,,,
HD 60532,,6216.81,2.63,1.2,-0.173,0.97,3.68,,0.0926,,
HD 60532,F6 V,,,,,,,,,,
HD 60532,F6V,6262,2.59,1.77,,0.968,3.83,,,,
HD 60532,,,,,,,,,,8,
HD 60532,,6245,2.57,1.5,-0.26,,3.8,2.8,,8,
HD 60532,,6170,2.77,,,1.001,,,,,
HD 60532,F8,,,,,,,,,,
HD 60532,F6 IV-V,,,,,,,,,,
HD 60532,F6 IV,6095,,1.44,-0.42,,3.83,2.7,,8,
HD 60532,,,,,,,,,,5.3,
HD 60532,,6273,,1.35,-0.09,,4.02,,,,
HD 60532,,6245,2.5,1.5,0.12,0.8,3.95,2.25,,2.65,
HD 6061,,5920,1.03,1,-0.08,,,2.4,,,
HD 6061,,5958,0.99,,,,4.48,,,,
TIC 600433892,,,,,,,,,,,
HD 6061,,5958,0.99,1.09,,0.048,4.48,,1.5725,,
HD 6061,,5934,1.01,1.03,-0.05,0.055,4.44,2.4,1.4057,,
HD 62364,,6201.51,1.44,1.19,-0.11,0.442,4.2,,0.5603,,
HD 62364,,,,1.19,,,,,,,
HD 62364,F7 V,6255,1.4,1.16,-0.11,0.433,4.14,3.901,,3.8,14
HD 62364,F7 V,,,1.3,,,,3.9,,3.6,
HD 62364,F7 V,6255,,1.2,-0.11,,4.29,,,,
HD 62509,K0 IIIb,,,,,,,,,,
HD 62509,,4858,,1.73,0.19,,2.78,,,,
HD 62509,,,,,,,,,,,
HD 62509,,4892.63,,,0.103,,,,,,
HD 62509,,4946,8.31,2.1,0.07,1.59,3.07,0.98,,2.31,
HD 62509,,4935,,2.08,0.09,,2.91,,,,
HD 62509,K0 III,,,,,,,,,,
HD 62509,,5007,,,0.21,,3.06,,,3.76,
HD 62509,K0,,,,,,,,,,
HD 62509,,,8.9,1.7,,,,,,,
HD 62509,K0IIIvar,4850,9.06,2.59,,1.612,2.52,,,,
HD 62509,,,,2,,,,,,,
HD 62549,,,,1.08,,,,,,,
HD 62549,,5930.46,1.23,1.08,,0.228,4.29,,0.8137,,
HD 63433,,5694.11,0.9,,,,4.53,,,,
HD 63433,G5IV,5742,0.91,1,0.07,-0.108,4.53,3.3,,,
HD 63433,,5710,0.93,0.99,0.05,,4.6,,1.72,6.56,6.36
HD 63433,G0,,,,,,,,,,
HD 63433,,,,,,,,,,7,
HD 63433,,5713.5,0.9,,,-0.112,,,,,
HD 63433,G5 V,,,,,,,,,,
HD 63433,,,,,,,,,,,
HD 63433,,,,,,,,,,7,
HD 63433,,5694.11,0.9,,,,4.53,,,,
HD 63433,,5634,0.92,0.99,0.079,-0.117,4.51,1.5,1.7997,,
HD 63433,,,,,,,,,,,
HD 63433,,5640,0.91,0.99,,-0.123,,0.414,1.823,7.28,6.45
HD 63433,,,0.91,1,,,4.53,0.84,,,
HD 63433,G5 V,5688,0.91,0.99,0.03,-0.125,4.52,0.414,1.8328,7.26,6.4
HD 63433,,5694.11,0.9,1.01,0.017,-0.112,4.53,,1.9343,,
HD 63454,,4840,,0.66,0.06,-0.597,4.3,,,,
HD 63454,,4907,0.64,0.8,0,-0.668,4.11,1,,,
HD 63454,,4784.43,0.79,,,-0.53,,,,,
HD 63454,,4812,0.77,0.42,0.1,,4.28,,,,
HD 63454,,4756,,,0.01,,4.32,,,,
HD 63454,K0,,,,,,,,,,
HD 63454,K4 V,4841,,0.8,0.11,-0.592,4.23,1,,1.9,
HD 63454,,4840,1.05,0.84,0.06,,4.3,,,,
HD 63454,K3 V (k),,,,,,,,,,
HD 63454,,4833,,,0.04,,4.11,,,1.81,
HD 63454,K4 V,,,,,,,,,,
HD 63454,,4818.06,0.78,0.78,0.082,-0.535,4.55,,2.3621,,
HD 63765,,5439.95,0.84,0.95,-0.155,-0.255,4.57,,2.2628,,
HD 63765,G9 V,5432,,0.86,-0.16,,4.42,4.77,,1.63,23
HD 63765,G5,,,,,,,,,,
HD 63765,,5449,0.83,0.65,-0.16,,4.41,,,,
HD 63765,,,,,,,,,,3,
HD 63765,,5492.33,0.82,,,-0.256,,,,,
HD 63765,,5432,,0.83,-0.16,-0.26,4.42,,,,
HD 63765,G6 IV/V,,,,,,,,,,
HD 63765,G9 V,,,,,,,,,,
HD 63935,,5560.26,0.96,,,,4.44,,,,
HD 63935,,5534,0.96,0.93,0.07,-0.098,4.38,6.8,,,
HD 63935,,5560.26,0.96,0.98,,-0.098,4.46,,1.5503,,
HD 63935,,5560.26,0.96,,,,4.44,,,,
HD 63935,,5513,0.96,0.94,0.107,-0.115,4.45,6.6,1.4863,,
HD 64114,,,,,,,,,,2,
HD 64114,,5602.99,0.91,0.99,,-0.136,4.52,,1.8665,,
HD 64114,G7 V,,,,,,,,,,
HD 64114,G7 V,5676,,0.95,,,,,,,
HD 64114,G5,,,,,,,,,,
HD 64114,G3 V,,,,,,,,,,
HD 64114,,5676,0.88,,,-0.137,,,,,
HD 64121,,5072,5.84,,-0.25,,,,,,
HD 64121,G8/K0 III,5078,5.44,1.64,-0.21,1.248,3.19,,,,
HD 6434,G0,,,,,,,,,,
HD 6434,,5742,1.09,0.75,-0.58,0.061,4.52,13,,,
HD 6434,,5690,1.14,0.89,-0.48,,4.29,11.27,,2.2,
HD 6434,,5768,1.13,,,0.103,,,,,
HD 6434,,5776.32,1.12,1.04,-0.581,0.102,4.35,,1.0372,,
HD 6434,,5835,,0.82,-0.52,,4.6,,,,
HD 6434,,5835,,0.79,-0.52,0.05,4.6,3.8,,2.3,
HD 6434,,,,,,,,,,2,
HD 6434,G2/3 V,,,,,,,,,,
HD 6434,,5769,1.12,1.1,-0.55,,4.38,,,,
HD 65216,,,,,,,,,,2,
HD 65216,G5 V,,,,,,,,,,
HD 65216,G5 V,5666,,0.92,-0.12,-0.149,4.53,,,1,
HD 65216,,5658,0.88,,,-0.15,,,,,
HD 65216,,5614,,,-0.17,,4.46,,,,
HD 65216,,5645,0.88,0.88,-0.16,,4.49,,,,
HD 65216,,5666,,0.94,-0.12,,4.53,,,,
HD 65216,G5 V,,,,,,,,,,
HD 65216 C,,,,,,,,,,,
HD 65216 B,,,,,,,,,,,
HD 65216,,5612,,0.87,-0.17,-0.151,4.44,,,,
HD 65216,,5632,0.86,0.9,-0.16,-0.176,4.43,4,,,
HD 65216,,5612,,0.87,,,4.44,,,,
HD 65216,,5623.44,0.89,1,-0.168,-0.15,4.54,,2.0226,,
HD 65216,G0,,,,,,,,,,
HD 66141,K0,,,,,,,,,,
HD 66141,,4328,21.43,0.98,0.52,2.22,2.09,9.18,,1.91,
HD 66141,,4328,19.69,,-0.52,,,,,,
HD 66141,,4320,,1,-0.42,,1.9,,,,
HD 66141,K2 III,,,,,,,,,,
HD 66141,K2 III,4323,21.4,1.1,-0.323,2.24,1.78,6.84,,4.7,
HD 66141,,4301.75,20.9,,,2.13,,,,,
HD 66428,,5773,1.1,1.08,0.23,,4.36,3.515,,,38
HD 66428,,5716,1.13,1,0.27,,4.33,,,,
HD 66428,,5705,,1.01,0.25,0.109,4.31,,,,
HD 66428,,5669,1.16,1.01,0.24,0.096,4.32,,0.9181,,
HD 66428,,5689,1.15,,,0.096,,,,,
HD 66428,,5752,,1.1,0.31,,4.49,,,,
HD 66428,,,,1.01,,,,,,,
HD 66428,G8 IV (+ G),,,,,,,,,,
HD 66428,,5647.6,1.17,1.05,0.271,,4.32,,,,
HD 66428,,,,,,,,,,0,
HD 66428,G8 IV (+ G),,,,,,,,,,
HD 66428,,,,,,,,,,,
HD 66428,,5615,1.15,1,0.23,0.071,4.06,8,,,
HD 66428,,,1.05,1.06,,,4.43,5.56,,,
HD 66428,G5,,,,,,,,,,
HD 66428,,,,,,,,,,,
HD 66428,,,,,,,,,,1,
HD 66428,,,,1.06,,,,,,,
HD 67087,,6318.5,1.42,,,0.464,,,,,
HD 67087,,6340.17,1.41,1.26,,0.462,4.24,,0.6322,,
HD 67087,,,,,,,,,,12,
HD 67087,F8 V,6330,1.55,1.36,0.25,0.54,4.19,1.45,,9.7,
HD 67087,F8,,,,,,,,,,
HD 6718,,,,,,,,,,3,
HD 6718,G0,,,,,,,,,,
HD 6718,G5 V,,,,,,,,,,
HD 6718,,5730,0.99,,,-0.017,,,,,
HD 6718,,5746,1.02,0.96,-0.06,0.053,4.48,,,1.76,
HD 6718,,5729.74,0.99,1.02,-0.064,-0.018,4.45,,1.4663,,
HD 6718,,5801,0.95,1.08,-0.03,,4.51,,,,
HD 68402,,5807,1.08,1.04,,0.078,4.39,,1.1598,,
HD 68402,K0,,,,,,,,,,
HD 68402,G5 IV/V,,,,,,,,,,
HD 68402,G5 IV/V,5950,,1.12,0.29,,4.37,,,,
HD 68402,G5 IV/V,5950,1.02,1.12,0.29,0.068,4.47,2,,2.9,
HD 68402,,5850.5,1.07,,,0.079,,,,,
HD 6860,M0 III,3802,86.4,2.49,-0.03,3.224,0.54,,,6,7900
HD 6860,,3800.23,,,-0.04,,,,,,
HD 68988,,,,,,,,,,2.8,
HD 68988,,5960,,1.18,0.324,,4.41,,,2.84,
HD 68988,,,1.14,1.12,,,4.4,3.4,,,
HD 68988,G2 V,,,1.2,0.24,,,6,,,
HD 68988,,,,,,,,,,,
HD 68988,,5883.41,1.26,1.17,0.305,,4.31,,,,
HD 68988,,5988,,1.18,0.36,,4.45,,,,
HD 68988,,5838.67,1.26,,,0.222,,,,,
HD 68988,G0,,,,,,,,,,
HD 68988,,,,,,,,,,,
HD 68988,,5932,1.19,1.28,0.35,,4.4,,,,
HD 68988,,,,,,,,,,5,
HD 68988,,5866,1.25,1.06,0.3,0.22,4.27,,0.7712,,
HD 69123,,4850,7.82,,-0.01,,,,,,
HD 69123,K1 III,4842,7.72,1.68,0.05,1.47,2.86,,,,
HD 69123,K 1III,4842,,1.68,0.05,,2.86,,,,
HD 69830,K0V,5361,0.9,0.85,-0.06,-0.201,4.47,9.4,,,
HD 69830,,,,,,,,,,0.3,
HD 69830,,5387,0.89,0.93,-0.05,-0.216,4.5,,1.83,,
HD 69830,,,0.9,0.85,,,4.47,12.04,,,
HD 69830,G8+ V,,,,,,,,,,
HD 69830,,5420.58,0.89,0.89,0.012,,4.49,,,,
HD 69830,,5435,0.86,0.9,0,-0.239,4.42,3,,,
HD 69830,,,,,,,,,,1,
HD 69830,G5,,,,,,,,,,
HD 69830,K0 V,,,,,,,,,,
HD 69830,,5410,,0.84,-0.03,,4.38,,,,
HD 69830,,5385,,0.86,-0.05,-0.22,,7,,1.1,
HD 69830,,5402,,0.82,-0.06,-0.225,4.4,,,,
HD 69830,,5370,,,-0.06,,4.38,,,,
HD 69830,,,,,,,,,,,
HD 69830,,5450,,,-0.01,,4.62,,,,
HD 69830,,5499.75,0.86,,,-0.216,,,,,
HD 70573,,,,,,,,0.3,,,
HD 70573,,5767,,0.9,-0.18,,4.81,,,,
HD 70573,,5884,0.7,0.9,-0.04,-0.275,4.57,1,,,
HD 70573,G6 V,,,,,,,,,,
HD 70573,,5860,0.97,1.06,0.01,-0.003,4.49,,1.6516,,
HD 70573,,5837,0.98,,,-0.001,,,,,
HD 70573,G1-1.5 V,5737,,1,-0.18,,4.59,0.102,,14.7,
HD 70642,,5732,0.98,1.08,0.22,,4.46,0.919,,,32
HD 70642,G8/K1 (III + F/G),,,,,,,,,,
HD 70642,,5673.11,1.05,1.01,0.172,0.011,4.4,,1.2359,,
HD 70642,,,,,,,,,,0.3,
HD 70642,,,1.02,1,,,4.45,6.24,,,
HD 70642,,5706,,1.05,0.164,,4.43,,,0.3,
HD 70642,G8/K1 (III + F/G),,,,,,,,,,
HD 70642,G5,5670,,1,0.16,,,4,,2.4,
HD 70642,,,,,,,,15,,,
HD 70642,G5,,,,,,,,,,
HD 70642,,5667.33,1.05,,,0.012,,,,,
HD 70642,G6 V,5732,,1.08,0.22,,4.46,,,,
HD 70642,,5693,,0.99,0.18,,4.41,,,,
HD 70642,G8/K1(III+F/G),5706,1.02,1,0.16,-0.009,4.45,6.24,,,
HD 70642,,,,,,,,,,3,
HD 70642,,5659,,,0.24,,4.43,,,,
HD 70642,,5665,1.02,0.96,0.17,,4.4,,,,
HD 70642,G6 V CN+0.5,,,,,,,,,,
HD 70642,,5711,0.96,1.1,0.22,-0.054,4.42,1,,,
HD 70642,,5668,,0.98,0.18,-0.02,4.4,,,,
HD 7199,,5371,0.97,0.77,0.32,,4.35,,,,
HD 7199,,5263,1.04,,,-0.123,,,,,
HD 7199,K0 IV/V,,,,,,,,,,
HD 7199,,5386,0.96,0.89,0.28,-0.155,4.34,6.79,,,
HD 7199,,,0.96,0.97,,,4.46,10.36,,,
HD 7199,,5371.29,0.99,0.93,0.304,-0.131,4.41,,1.3372,,
HD 7199,,5386,,0.89,0.28,-0.157,4.34,,,,
HD 7199,G5,,,,,,,,,,
HD 7199,,,,,,,,,,2.5,
HD 7199,K1 IV,,,,,,,,,,
HD 72490,,4934,4.96,1.21,,,3.21,,,,
HD 72490,,5003.6,4.67,,,1.091,,,,,
HD 72490,,4934,4.93,,-0.13,,,,,,
HD 72490,G5,,,,,,,,,,
HD 72659,,,,,,,,,,2.2,
HD 72659,G2 V,5926,1.36,1.06,-0.02,0.336,4.24,6.5,,1.9,
HD 72659,,5995,,1.16,0.03,,4.3,,,,
HD 72659,,5898,1.48,,,0.376,,,,,
HD 72659,,,,,,,,,,,
HD 72659,,5865.17,1.52,1.05,-0.01,,4.09,,,,
HD 72659,,5932,1.46,1.43,-0.02,,4.27,,,,
HD 72659,,5926,,,0.08,,4.24,,,,
HD 72659,,,,1.09,,,,,,,
HD 72659,,,,,,,,,,,
HD 72659,G0,,,,,,,,,,
HD 72659,G2 V,,,,,,,,,,
HD 72659,G0 V,,,0.95,-0.14,,,,,,
HD 72659,,,1.39,1.07,,,4.19,7.32,,,
HD 72659,G0 V,5920,,1.07,-0.02,,,,,2.2,
HD 72659,,,,1.07,,,,,,,
HD 72659,,5851,1.37,1,-0.07,0.293,4.01,8,,,
HD 72659,,,,,,,,,,4,
HD 72659,,5943.3,1.45,1.09,0.014,0.374,4.15,,0.5033,,
HD 72892,G5 V,,,,,,,,,,
HD 72892,,5690,1.16,,,0.104,,,,,
HD 72892,G5,,,,,,,,,,
HD 72892,G5 V,5688,1.22,1.02,0.25,0.146,4.27,8,,2.7,
HD 72892,,5681,1.16,1.01,,0.103,4.31,,0.9073,,
HD 72892,,,,1.01,,,,,,,
HD 73256,G8 IV,,,1,,,,2.2,,3.5,
HD 73256,,5504,0.94,0.97,0.24,-0.132,4.47,,1.6219,,
